product_id,sku,product_name,category,subcategory,price,cost,supplier_id,reorder_point,lead_time_days,is_active,is_seasonal,created_at,abc_classification,velocity_category
185,SPOR-WA-185,Swim Goggles,Sports,Water Sports,28.38,11.92,SUP-TECH-02,75,20,True,True,2025-07-30 12:04:49,C,medium
186,SPOR-WA-186,Diving Mask,Sports,Water Sports,183.09,76.9,SUP-IMPORT-01,100,13,True,True,2025-09-18 12:04:49,A,medium
187,SPOR-WA-187,Pool Float,Sports,Water Sports,273.81,115.0,SUP-SPORTS-01,50,16,True,False,2025-08-28 12:04:49,A,slow
188,SPOR-WA-188,Pool Float,Sports,Water Sports,41.81,17.56,SUP-TECH-02,75,20,True,False,2025-02-19 12:04:49,C,medium
189,SPOR-WA-189,Pool Float,Sports,Water Sports,297.4,124.91,SUP-IMPORT-01,150,15,True,False,2025-01-14 12:04:49,A,medium
190,SPOR-WA-190,Pool Float,Sports,Water Sports,129.73,54.49,SUP-TECH-01,150,12,True,False,2025-08-24 12:04:49,B,medium
191,SPOR-YO-191,Meditation Cushion,Sports,Yoga,39.22,16.47,SUP-HOME-01,100,17,True,True,2024-02-21 12:04:49,C,fast
192,SPOR-YO-192,Yoga Strap,Sports,Yoga,108.01,45.36,SUP-SPORTS-01,50,16,True,False,2023-12-22 12:04:49,B,slow
193,SPOR-YO-193,Foam Roller,Sports,Yoga,49.14,20.64,SUP-HOME-01,30,18,True,False,2024-11-28 12:04:49,C,slow
194,SPOR-YO-194,Yoga Strap,Sports,Yoga,204.99,86.1,SUP-TECH-02,150,20,True,False,2024-10-25 12:04:49,A,medium
195,SPOR-YO-195,Yoga Block,Sports,Yoga,116.43,48.9,SUP-SPORTS-01,50,9,True,False,2025-03-13 12:04:49,B,medium
196,SPOR-YO-196,Yoga Strap,Sports,Yoga,56.62,23.78,SUP-DIRECT-01,30,11,True,True,2024-05-09 12:04:49,C,medium
197,SPOR-YO-197,Yoga Block,Sports,Yoga,202.64,85.11,SUP-FASHION-01,150,19,True,False,2025-04-28 12:04:49,A,slow
198,SPOR-YO-198,Exercise Mat,Sports,Yoga,245.0,102.9,SUP-TECH-01,100,9,True,False,2025-03-01 12:04:49,A,slow
199,SPOR-YO-199,Foam Roller,Sports,Yoga,187.85,78.9,SUP-FASHION-02,100,19,True,False,2024-07-07 12:04:49,A,slow
200,SPOR-YO-200,Yoga Strap,Sports,Yoga,117.94,49.53,SUP-GLOBAL-01,100,16,True,True,2024-06-03 12:04:49,B,slow
201,BEAU-SK-201,Eye Cream,Beauty,Skincare,53.15,15.94,SUP-IMPORT-01,50,7,True,False,2025-02-16 12:04:49,C,medium
202,BEAU-SK-202,Face Cream,Beauty,Skincare,78.74,23.62,SUP-TECH-02,150,10,True,False,2024-05-20 12:04:49,B,fast
203,BEAU-SK-203,Face Cream,Beauty,Skincare,37.78,11.33,SUP-GLOBAL-01,75,7,True,False,2025-06-02 12:04:49,C,fast
204,BEAU-SK-204,Moisturizer,Beauty,Skincare,15.55,4.67,SUP-SPORTS-01,100,8,True,False,2024-09-01 12:04:49,C,slow
205,BEAU-SK-205,Face Cream,Beauty,Skincare,50.59,15.18,SUP-BEAUTY-01,50,10,True,False,2024-10-12 12:04:49,C,medium
206,BEAU-SK-206,Cleanser,Beauty,Skincare,8.24,2.47,SUP-FASHION-01,75,6,True,False,2025-01-10 12:04:49,C,fast
207,BEAU-SK-207,Moisturizer,Beauty,Skincare,85.05,25.51,SUP-GLOBAL-01,100,7,True,False,2025-08-10 12:04:49,B,fast
208,BEAU-SK-208,Face Cream,Beauty,Skincare,34.43,10.33,SUP-IMPORT-01,150,7,True,False,2025-07-09 12:04:49,C,medium
209,BEAU-SK-209,Serum,Beauty,Skincare,32.33,9.7,SUP-FASHION-02,30,6,True,False,2024-02-01 12:04:49,C,fast
210,BEAU-SK-210,Moisturizer,Beauty,Skincare,12.22,3.67,SUP-DIRECT-01,150,12,False,False,2024-05-21 12:04:49,C,fast
211,BEAU-MA-211,Blush,Beauty,Makeup,32.82,9.85,SUP-BEAUTY-01,75,7,False,False,2024-11-03 12:04:49,C,medium
212,BEAU-MA-212,Foundation,Beauty,Makeup,70.63,21.19,SUP-DIRECT-01,30,7,True,False,2025-08-22 12:04:49,C,medium
213,BEAU-MA-213,Blush,Beauty,Makeup,67.57,20.27,SUP-TECH-01,150,13,True,False,2024-07-06 12:04:49,C,medium
214,BEAU-MA-214,Lipstick,Beauty,Makeup,78.1,23.43,SUP-TECH-01,75,10,True,False,2025-08-22 12:04:49,B,medium
215,BEAU-MA-215,Mascara,Beauty,Makeup,32.73,9.82,SUP-IMPORT-01,30,15,True,False,2024-11-24 12:04:49,C,slow
216,BEAU-MA-216,Foundation,Beauty,Makeup,10.1,3.03,SUP-FASHION-01,75,13,True,False,2023-11-29 12:04:49,C,medium
217,BEAU-MA-217,Eyeshadow Palette,Beauty,Makeup,117.79,35.34,SUP-FASHION-01,50,12,True,False,2024-07-19 12:04:49,B,medium
218,BEAU-MA-218,Lipstick,Beauty,Makeup,38.75,11.62,SUP-TECH-01,50,5,True,False,2024-12-17 12:04:49,C,slow
219,BEAU-MA-219,Blush,Beauty,Makeup,50.8,15.24,SUP-HOME-01,100,13,False,False,2024-01-07 12:04:49,C,medium
220,BEAU-MA-220,Foundation,Beauty,Makeup,37.9,11.37,SUP-HOME-01,75,5,True,False,2024-10-19 12:04:49,C,slow
221,BEAU-HA-221,Styling Gel,Beauty,Haircare,107.29,32.19,SUP-SPORTS-01,100,12,True,False,2024-06-09 12:04:49,B,medium
222,BEAU-HA-222,Styling Gel,Beauty,Haircare,47.24,14.17,SUP-TECH-02,75,13,True,False,2025-08-11 12:04:49,C,medium
223,BEAU-HA-223,Styling Gel,Beauty,Haircare,74.28,22.28,SUP-HOME-01,150,7,True,False,2025-08-10 12:04:49,B,fast
224,BEAU-HA-224,Hair Mask,Beauty,Haircare,81.01,24.3,SUP-IMPORT-01,100,9,True,False,2025-05-13 12:04:49,B,medium
225,BEAU-HA-225,Styling Gel,Beauty,Haircare,45.43,13.63,SUP-IMPORT-01,75,5,True,False,2025-01-22 12:04:49,C,medium
226,BEAU-HA-226,Shampoo,Beauty,Haircare,13.63,4.09,SUP-SPORTS-01,100,15,True,False,2023-12-05 12:04:49,C,medium
227,BEAU-HA-227,Conditioner,Beauty,Haircare,114.57,34.37,SUP-GLOBAL-01,150,7,False,False,2025-08-23 12:04:49,B,slow
228,BEAU-HA-228,Conditioner,Beauty,Haircare,94.53,28.36,SUP-BEAUTY-01,75,10,True,False,2025-09-27 12:04:49,B,medium
229,BEAU-HA-229,Hair Oil,Beauty,Haircare,22.65,6.79,SUP-SPORTS-01,75,12,True,False,2025-08-13 12:04:49,C,slow
230,BEAU-HA-230,Hair Oil,Beauty,Haircare,20.83,6.25,SUP-SPORTS-01,100,10,True,False,2025-02-17 12:04:49,C,medium
231,BEAU-FR-231,Perfume,Beauty,Fragrance,7.98,2.39,SUP-DIRECT-01,100,7,True,False,2024-04-03 12:04:49,C,slow
232,BEAU-FR-232,Perfume,Beauty,Fragrance,35.1,10.53,SUP-FASHION-02,100,9,True,False,2025-01-11 12:04:49,C,medium
233,BEAU-FR-233,Room Spray,Beauty,Fragrance,28.02,8.41,SUP-GLOBAL-01,30,7,True,False,2023-10-31 12:04:49,C,medium
234,BEAU-FR-234,Room Spray,Beauty,Fragrance,119.69,35.91,SUP-SPORTS-01,75,15,True,False,2024-04-15 12:04:49,B,medium
235,BEAU-FR-235,Scented Candle,Beauty,Fragrance,38.39,11.52,SUP-FASHION-01,50,9,True,False,2024-05-28 12:04:49,C,fast
236,BEAU-FR-236,Body Spray,Beauty,Fragrance,18.96,5.69,SUP-FASHION-02,50,8,True,False,2025-10-04 12:04:49,C,slow
237,BEAU-FR-237,Cologne,Beauty,Fragrance,68.71,20.61,SUP-DIRECT-01,100,10,True,False,2025-08-03 12:04:49,C,medium
238,BEAU-FR-238,Perfume,Beauty,Fragrance,40.57,12.17,SUP-BEAUTY-01,150,12,True,False,2024-03-21 12:04:49,C,fast
239,BEAU-FR-239,Perfume,Beauty,Fragrance,19.41,5.82,SUP-GLOBAL-01,30,10,True,False,2024-05-19 12:04:49,C,medium
240,BEAU-FR-240,Cologne,Beauty,Fragrance,19.76,5.93,SUP-FASHION-01,150,13,True,False,2025-06-20 12:04:49,C,fast
241,BEAU-TO-241,Curling Iron,Beauty,Tools,62.83,18.85,SUP-DIRECT-01,30,5,True,False,2025-05-15 12:04:49,C,slow
242,BEAU-TO-242,Hair Dryer,Beauty,Tools,42.11,12.63,SUP-DIRECT-01,75,8,True,False,2025-08-11 12:04:49,C,slow
243,BEAU-TO-243,Flat Iron,Beauty,Tools,27.57,8.27,SUP-FASHION-01,75,13,True,False,2024-02-09 12:04:49,C,slow
244,BEAU-TO-244,Nail Kit,Beauty,Tools,15.74,4.72,SUP-IMPORT-01,50,15,True,False,2025-05-26 12:04:49,C,medium
245,BEAU-TO-245,Hair Dryer,Beauty,Tools,80.75,24.22,SUP-IMPORT-01,75,14,False,False,2025-10-01 12:04:49,B,fast
246,BEAU-TO-246,Makeup Brush Set,Beauty,Tools,10.23,3.07,SUP-HOME-01,150,15,True,False,2024-03-24 12:04:49,C,slow
247,BEAU-TO-247,Curling Iron,Beauty,Tools,76.08,22.82,SUP-DIRECT-01,100,5,True,False,2024-12-25 12:04:49,B,medium
248,BEAU-TO-248,Curling Iron,Beauty,Tools,33.16,9.95,SUP-HOME-01,100,15,True,False,2023-11-25 12:04:49,C,slow
249,BEAU-TO-249,Makeup Brush Set,Beauty,Tools,23.18,6.95,SUP-GLOBAL-01,100,11,True,False,2024-02-17 12:04:49,C,slow
250,BEAU-TO-250,Hair Dryer,Beauty,Tools,40.95,12.29,SUP-BEAUTY-01,75,10,True,False,2024-10-16 12:04:49,C,slow
